blank,ask_code,topic,en,ko,ru,zh,mn,zh_py,note
,vv007,vv2,elm (tree),느릅나무,вяз,榆树,хайлаас,yu2 shu4 ,
,vv008,vv1,poplar,포플러/사시나무/백양나무,тополь,杨树,улиангар мод,yang2 shu4 ,
,vv009,vv2,white(silver) poplar,은사시나무,тополь белый (серебристый),白杨,улиас,bai2 yang2 ,
,vv010,vv1,oak,참나무,дуб,柞树,царс,zuo4 shu4 ,
,vv032,vv1,larch,낙엽송,лиственница,,,,
,vv033,vv1,fir (Abies),전나무의 일종,пихта,,,,
,vv011,vv2,cedar,삼나무,кипарис,杉树,хуш мод,shan1 shu4 ,
,vv012,vv2,bamboo,대나무,бамбук,竹子,хулс мод,zhu2 zi,
,vv013,vv2,wither,고목,старое дерево,枯木,өмхөрсөн мод,ku1 mu4 ,
,vv014,vv2,reed,갈대,тростник,芦苇,зэгс,lu2 wei3 ,
,vv015,vv1,grass,풀,трава,草(小草的+),өвс,cao3 (xiao3 cao3 de +),
,vv016,vv1,root,뿌리,корень,根(树根的+),үндэс,gen1(shu4 gen1 de +),
,vv017,vv1,stem,나무 줄기,ствол (дерева),树干,модны иш,shu4 gan4 ,
,vv018,vv2,stalk,줄기(식물의+),стебель,茎(植物主干的+/草茎的+),шилбэ,jing1(zhi2 wu4 zhu3 gan4 de +/cao3 jing1 de +),
,vv019,vv1,"fruit, nut",열매,плод,果实,үр жимс,guo3 shi2 ,
,vv020,vv1,bark,나무 껍질,кора (дерева),树皮,холтос,shu4 pi2 ,
,vv021,vv1,moss,이끼,мох,苔藓,хөвд,tai2 xian3 ,
,vv031,vv1,(type of moss),흰 이끼(겨울철 사슴의 먹이),ягель (белый мох),白苔藓,,bai2 tai2 xian3,
,vv022,vv2,vine,덩굴/넝쿨,лоза,蔓(瓜蔓的+),мөлхөө,wan4 (gua1 wan4 de +),
,vv023,vv2,"ear, head",이삭,колос,穗(麦穗的+),тариан түрүү,sui4 (mai4 sui4 de +),
,vv024,vv2,thorn,가시(식물의+),шип,刺儿(玫瑰刺儿的+),өргөс,ci4r (mei2 gui ci4r de +),
,vv025,vv1,flower,꽃,цветок,花(玫瑰花的+),цэцэг,hua1 (mei2 gui hua1 de +),
,vv026,vv1,seed,종자,семя,种子,үр,zhong3 zi,
,vv027,vv1,leaf,잎,листья,叶子,навч,ye4 zi,
,vv028,vv1,branch,나뭇가지,ветка,树枝,модны мөчир,shu4 zhi1 ,
,vv029,vv2,sprout,싹,росток,芽(发芽的+),соёо,ya2 (fa1 ya2 de +),
,vv030,vv2,bud,꽃봉오리,бутон,花骨朵儿,цэцгийн булцуу,hua1 gu1 duor,
,vj001,vj2,jewel,보석,драгоценный камень,宝石,эрдэнийн чулуу,bao3 shi2 ,
,vj002,vj1,gold,금,золото,金(金子的+),алт,jin1 (jin1 zi de+),
,vj003,vj1,silver,은,серебро,银(银子的+),мөнгө,yin2 (yin2 zi de +),
,vj004,vj1,copper,동(銅),медь,铜(铜器的＋),зэс,tong2 (tong2 qi4 de +),
,vj005,vj1,iron,쇠,железо,铁(铁棍的+),төмөр,tie3 (tie3 gun4 de +),
,vj006,vj2,steel,강철,сталь,钢(钢铁的+),ган төмөр,gang1 (gang1 tie3 de +),
,vj007,vj2,lead,납,свинец,铅(铅笔铅的+),тугалга,qian1 (qian1 bi3 qian1 de +),
,vj008,vj2,treasure,보배,сокровище,宝物(贵重的物品）,эрдэнэ,bao3 wu4 (gui4 zhong4 de wu4 pin3) ,
,vj009,vj2,jade,옥,яшма,玉,хаш чулуу,yu4,
,vj010,vj2,agate,마노,агат,玛瑙,мана,ma3 nao3 ,
,vj011,vj2,glass,유리,стекло,玻璃,шил,bo1 li2 ,
,vj012,vj2,red copper,적동(赤銅),красная медь,红铜,улаан зэс,hong2 tong2 ,
,vj013,vj2,tin,주석(朱錫),олово,锡(锡箔的+),цагаан тугалга,xi1 (xi1 bo2 de +),
,vj014,vj2,,청동,бронза,青铜,хүрэл,qing1 tong2,
,vj015,vj2,coal,석탄,уголь,煤(煤炭的+),нүүрс,mei2 (mei2 tan4 de +),
,vd001,vd1,east,동(東),восток,东(东西南北的+),"зүүн, дорно",dong1 (dong1 xi1 nan2 bei3 de+),
,vd002,vd1,west,서,запад,西(东西南北的+),"баруун, өрнө",xi1 (dong1 xi1 nan2 bei3 de +),
,vd003,vd1,south,남,юг,南(东西南北的+),"өмнө, урд",nan2 (dong1 xi1 nan2 bei3 de +),
,vd004,vd1,north,북(北),север,北(东西南北的+),"хойд, умар",bei3 (dong1 xi1 nan2 bei3 de +),
,vd005,vd2,side,~쪽,сторона,边儿(左边儿的+),зүг,bian1r (zuo3 bian1r de ),
,vd006,vd2,both sides,양쪽/쌍방,обе стороны,两边/双方,хоёр тал,liang3 bian1 /shuang1 fang1,
,vd007,vd2,"one side, one party",한쪽,одна сторона,一方,нэг тал,yi4 fang1 ,
,vd008,vd3,to (direction),~쪽으로,в сторону чего-л.,向/上/朝(向北边儿走的+),уруу,xiang4 /shang4 /chao2 (xiang4 bei3 bian1r zou3 de +),
,vd009,vd1,in,안(집+에),в доме,里(家里的+),дотор,li3 (jia1 li de +),
,vd010,vd1,outside,밖(집+에),вне дома,外(门外的+),гадна,wai4 (men2 wai4 de+),
,vd011,vd3,inside,안/내부,внутренность,内/内部,дотоод,nei4 /nei4 bu4,
,vd012,vd3,inner part,속/안쪽/내측,внутренняя часть,里边/里面,доторхи,li3 bian /li3 mian,
,vd013,vd3,outside,바깥쪽,внешняя часть,外面,гадна,wai4 mian ,
,vd014,vd2,into,안으로,внутрь,往里,дотогш,wang3 li3 ,
,vd015,vd2,out of,밖으로,наружу,往外,гадагш,wang3 wai4 ,
,vd016,vd1,center,가운데,в центре,中(中间的+),дунд,zhong1 (zhong1 jian1 de +),
,vd017,vd2,center,중심/중앙,центральная часть,中心/中央,төв,zhong1 xin1 /zhong1 yang1 ,
,vd018,vd2,middle,중간,середина,中间,дундад,zhong1 jian1 ,
,vd019,vd1,between,사이(집과 학교+),между домом и школой,之间(学校和家之间的+),хооронд,zhi1 jian1 (xue2 xiao4 he2 jia1 zhi1 jian1 de +),
,vd020,vd1,"by, beside",옆(집+),рядом с домом,旁边,хажуу,pang2 bian1 ,
,vd021,vd1,close by,곁(내+),рядышком со мной,近旁,дэргэд,jin4 pang2 ,
,vd022,vd3,above,위쪽,вверху,上边,дээш,shang4 bian,
,vd023,vd3,below,아래쪽,внизу,下边,доош,xia4 bian ,
,vd024,vd1,above,위(집+),над домом,上(屋顶上的+),дээр,shang4 (wu1ding3 shang4 de +),
,vd025,vd1,under,아래(다리+),под мостом,下(大桥下的+),доор,xia4 (da4 qiao2 xia4 de +),
,vd026,vd2,up,위로,вверх,往上,дээш,wang3 shang4 ,
,vd027,vd2,down,아래로,вниз ,往下,доош,wang3 xia4 ,
,vd028,vd2,left,왼,левый,左(左边的+),зүүн,zuo3 (zuo3 bian de +),
,vd029,vd2,right,오른,правый,右(右边的+),баруун,you4 (you4 bian de +),
,vd030,vd3,left side/direction,왼쪽,левая сторона,左边,зүүн тал,zuo3 bian,
,vd031,vd3,right side/direction,오른쪽,правая сторона,右边,баруун тал,you4 bian ,
,vd032,vd1,to the left,왼쪽으로,налево,往左,зүүн тийш,wang3 zuo3,
,vd033,vd1,to the right,오른쪽으로,направо,往右,баруун тийш,wang3 you4,
,vd034,vd1,on the left,왼쪽에,слева,在左边,зүүн талд,zai4 zuo3 bian,
,vd035,vd1,on the right,오른쪽에,справа,在右边,баруун талд,zai4 you4 bian ,
,vd036,vd1,here,여기,здесь,这里,энд,zhe4 li ,
,vd037,vd1,there,저기/거기,там,那里,тэнд,na4 li ,
,vd038,vd1,this way,이리로,сюда,往这边,ийшээ,wang3 zhe4 bian,
,vd039,vd1,that way,저리로,туда,往那边,тийшээ,wang3 na4 bian ,
,vd040,vd2,this way,이쪽,эта сторона,这边,энэ зүг,zhe4 bian ,
,vd041,vd2,"away, that way",저쪽/그쪽,та сторона,那边,тэр зүг,na4 bian ,
,vd042,vd2,here and there,여기저기,там и сям,处处/各处,энд тэнд,chu4 chu4 /ge4 chu4 ,
,vd043,vd2,everywhere,곳곳,"везде, всюду",到处,газар газар,dao4 chu4 ,
,vd044,vd1,front,앞/앞쪽,впереди,前面/前边,өмнө,qian2 mian /qian2 bian,
,vd045,vd1,back,뒤/뒤쪽,сзади,后面/后边,хойд,hou4 mian /hou4 bian,
,vd046,vd1,in the front of a house,집 앞,перед домом,房前,гэрийн урд,fang2 qian2,
,vd047,vd1,behind a house,집 뒤,за домом,房后,гэрийн ар,fang2 hou4 ,
,vd048,vd1,forward,앞으로,вперёд,往前,урагш,wang3 qian2 ,
,vd049,vd1,backward,뒤로,назад,往后,хойш,wang3 hou4 ,
,vd050,vd2,opposite side,맞은편,напротив,对面,нөгөө тал,dui4 mian4 ,
,vd051,vd2,nearby,부근,поблизости,附近,ойр хавь,fu4 jin4 ,
,vd052,vd2,near,가까이,близко,近(贴近点儿的+),ойр,jin4 (tie1 jin4 dian3r de +),
,vd053,vd2,"end, edge",가장자리,край,边儿/端,зах,bian1r /duan1 ,
,vd054,vd2,form,형태,"форма, образ",形态,хэлбэр,'xing2 tai4,
,vd055,vd2,shape,모양,вид,样子,янз,yang4 zi,
,vd056,vd2,"end, point, tip",끝(尖),кончик,尖儿(树尖儿的+),үзүүр,jian1r (shu4 jian1r de +),
,vd057,vd3,circumference,주위,окружность,周围,эргэн тойрон,zhou1 wei2 ,
,vd058,vd2,around,~주위에,вокруг,在～周围(在党的周围的+),эргэн тойронд,zai4 ~zhou1 wei2 (zai4 dang3 de zhou1 wei2 de +),
,vd059,vd3,"face, surface",겉,лицевая сторона,表面,гадна тал,biao3 mian4 ,
,vd060,vd3,"inside, reverse side",이면(裏面),"изнанка, обратная сторона",反面,дотоод тал,fan3 mian4 ,
,vd061,vd3,at ones back,배후에,за спиной,背后,ар талд,bei4 hou4 ,
,vd062,vd2,"floor, ground, bottom",바닥,дно,底(井底的+),ёроол,di3 (jing3 di3 de +),
,vd063,vd2,circle,동그라미,круг,圆(围成一个圆的+),дугуй,yuan2 (wei2 cheng2 yi2 ge4 yuan2 de +),
,vd064,vd2,line,선(線),линия,线(一条线的+),шугам,xian4 (yi4 tiao2 xian4 de ),
,vd065,vd2,mark,표시,отметка,标志,тэмдэг,biao1 zhi4 ,
,vd066,vd3,(regular) square,정방형,квадрат,正方形,шоо дөрвөлжин хэлбэр,zheng4 fang1 xing2 ,
,vd067,vd3,triangle,삼각형,треугольник,三角形,гурвалжин хэлбэр,san1 jiao3 xing2 ,
,vd068,vd2,"point, dot",점,точка,点儿(斑点儿的+),цэг тэмдэг,dian3r (ban1 dian3r de +),
,vd069,vd2,"boundary, border",경계,граница,边界,хил хязгаар,bian1 jie4 ,
,vd070,vd2,direction,방향,направление,方向,зүг чиг,fang1 xiang4 ,
,vd071,vd2,"on the way, half way",도중에/중도에,по дороге,半道儿上,зам зуур,ban4 dao4r shang,
,vd072,vd2,top,꼭대기/정상,вершина,顶(屋顶的+),орой,ding3 (wu1ding3 de +),
,vd073,vd2,corner,구석,угол (напр. в углу комнаты),角落,өнцөг,jiao3 luo4 ,
,vd074,vd2,corner,모퉁이,угол (напр. на углу улиц),角儿(墙角儿的+),булан,jiao3r (qiang2 jiao3r de +),
,vd075,vd2,angle,각,угол (напр. прямой угол),角(直角的+),өнцөг,jiao3 (zhi2 jiao3 de +),
,vd076,vd3,straight line,직선,прямая линия,直线,шулуун шугам,zhi2 xian4 ,
,vd077,vd3,curve,곡선,кривая линия,曲线,муруй зураас,qu1 xian4 ,
,vd078,vd3,"exit, way out",출구,выход,出口(紧急出口的+),гарц,chu1 kou3 (jin3 ji2 chu1 kou3 de +),
,vd079,vd3,entrance,입구,вход,入口,орц,ru4 kou3,
,vq001,vq2,figure,숫자,цифра,数字,тоон тэмдэг,shu4 zi4 ,
,vq002,vq2,number,번호,номер,号/号码,дугаар,hao4 /hao4 ma3,
,vq003,vq3,number,"번호(전화+, 비밀+)",,号码(电话号码),,hao4 ma3 (dian4 hua4 hao4 ma3),
,vq004,vq3,number,"번호(방+, 열차+)",,号(房间号),,hao4 (fang2 jian1 hao4),
,vq005,vq2,number,수,число,数(数量的+),тоо,shu4 (shu4 liang4 de +),
,vq006,vq2,"amount, quantity",양(量),количество,数量,тоо хэмжээ,shu4 liang4 ,
,vq007,vq1,one,일(一),один,一,нэг,yi1,
,vq008,vq1,two,이(二),два,二,хоёр,er4 ,
,vq009,vq1,three,삼,три,三,гурав,san1 ,
,vq010,vq1,four,사,четыре,四,дөрөв,si4 ,
,vq011,vq1,five,오,пять,五,тав,wu3 ,
,vq012,vq1,six,육,шесть,六,зургаа,liu4 ,
,vq013,vq1,seven,칠,семь,七,долоо,qi1 ,
,vq014,vq1,eight,팔(八),восемь,八,найм,ba1 ,
,vq015,vq1,nine,구,девять,九,ес,jiu3 ,
,vq016,vq1,ten,십,десять,十,арав,shi2 ,
,vq017,vq2,eleven,십일,одиннадцать,十一,арван нэг,shi2 yi1 ,
,vq018,vq2,twelve,십이,двенадцать,十二,арван хоёр,shi2 er4 ,
,vq019,vq1,thirteen,십삼,тринадцать,十三,арван гурав,shi2 san1 ,
,vq020,vq2,fourteen,십사,четырнадцать,十四,арван дөрөв,shi2 si4 ,
,vq021,vq1,fifteen,십오,пятнадцать,十五,арван тав,shi2 wu3 ,
,vq022,vq2,sixteen,십육,шестнадцать,十六,арван зургаа,shi2 liu4 ,
,vq023,vq2,seventeen,십칠,семнадцать,十七,арван долоо,shi2 qi1 ,
,vq024,vq2,eighteen,십팔,восемнадцать,十八,арван найм,shi2 ba1,
,vq025,vq2,nineteen,십구,девятнадцать,十九,арван ес,shi2 jiu3 ,
,vq026,vq1,twenty,이십,двадцать,二十,хорь,er4 shi2 ,
,vq027,vq2,twenty one,이십일,двадцать один,二十一,хорин нэг,er4 shi2 yi1 ,
,vq028,vq1,thirty,삼십,тридцать,三十,гуч,san1 shi2 ,
,vq029,vq1,forty,사십,сорок,四十,дөч,si4 shi2 ,
,vq030,vq1,fifty,오십,пятьдесят,五十,тавь,wu3 shi2 ,
,vq031,vq1,sixty,육십,шестьдесят,六十,жар,liu4 shi2 ,
,vq032,vq1,seventy,칠십,семьдесят,七十,дал,qi1 shi2 ,
,vq033,vq1,eighty,팔십,восемьдесят,八十,ная,ba1 shi2 ,
,vq034,vq1,ninety,구십,девяносто,九十,ер,jiu3 shi2 ,
,vq035,vq1,hundred,백,сто,一百,зуу,yi4 bai3 ,
,vq036,vq2,two hundred,이백,двести,二百,хоёр зуу,er4 bai3 ,
,vq037,vq2,three hundred,삼백,триста,三百,гурван зуу,san1 bai3 ,
,vq038,vq1,thousand,천(千),тысяча,一千,мянга,yi4 qian1 ,
,vq039,vq2,two thousand,이천,две тысячи,两千,хоёр мянга,liang3 qian1 ,
,vq040,vq2,three thousand,삼천,три тысячи,三千,гурван мянга,san1 qian1 ,
,vq041,vq1,ten thousand,만,десять тысяч,一万,"арван мянга, түм",yi2 wan4 ,
,vq042,vq2,hundred thousand,십만,сто тысяч,十万,"зуун мянга, арван түм, бум",shi2 wan4 ,
,vq043,vq2,million,백만,миллион,一百万,сая,yi4 bai3 wan4 ,
,vq044,vq2,ten million,천만,десять миллионов,一千万,арван сая,yi4 qian1 wan4 ,
,vq045,vq2,hundred million,억,сто миллионов,一亿,"зуун сая, дүнчүүр",yi2 yi4,
,vq046,vq2,billion,십억,миллиард,十亿,тэрбүм,shi2 yi4 ,
,vq047,vq2,ten billion,백억,десять миллиардов,一百亿,"зуун дүнчүүр, их тэрбум",yi4 bai3 yi4 ,
,vq048,vq1,how many,몇 개,сколько штук,几个,хэдэн,ji3 ge,
,vq049,vq1,"how many, how much",얼마,сколько,多少(多少人的+),хичнээн,duo1 shao (duo1 shao ren2 de +),
,vq050,vq2,what (order),몇 번째,какой по порядку,第几,хэддүгээр,di4 ji3 ,
,vq051,vq1,first,첫째,первый,第一,нэгдүгээр,di4 yi1 ,
,vq052,vq1,second,둘째,второй,第二,хоёрдугаар,di4 er4 ,
,vq053,vq2,third,셋째,третий,第三,гуравдугаар,di4 san1 ,
,vq054,vq2,forth,넷째,четвёртый,第四,дɵрɵвдүгээр,di4 si4 ,
,vq055,vq2,fifth,다섯째,пятый,第五,тавдугаар,di4 wu3 ,
,vq056,vq2,tenth,열번째,десятый,第十,аравдугаар,di4 shi2 ,
,vq057,vq2,eleventh,열한번째,одиннадцатый,第十一,арван нэгдүгээр,di4 shi2 yi1 ,
,vq058,vq2,twentieth,스무번째,двадцатый,第二十,хорьдугаар,di4 er4 shi2 ,
,vq059,vq2,thirtieth,서른번째,тридцатый,第三十,гучдугаар,di4 san1 shi2 ,
,vq060,vq2,fortieth,마흔번째,сороковой,第四十,дөчдүгээр,di4 si4 shi2 ,
,vq061,vq2,the next,다음 번,следующий,下次,дараагийн,xia4 ci4 ,
,vq062,vq1,the last,마지막,последний,最后,сүүлчийн,zui4 hou4 ,
,vq063,vq1,one person,한 사람,один человек,一个人,нэг хүн,yi2 ge ren2 ,
,vq064,vq2,two persons,두 사람,два человека,两个人/俩人,хоёр хүн,liang3 ge ren2 /lia3 ren2 ,
,vq065,vq2,three persons,세 사람,три человека,仨人/三个人,гурван хүн,sa1 ren2 /san1 ge ren2,
,vq066,vq1,once,한 번,(один) раз,一次,нэг удаа,yi2 ci4,
,vq067,vq1,twice,두 번,два раза,两次,хоёр удаа,liang2 ci4 ,
,vq068,vq2,three times,세 번,три раза,三次,гурван удаа,san1 ci4 ,
,vq069,vq2,twice,곱,дважды,倍(2倍的+),дахин,bei4 (liang3 bei4 de +),
,vq070,vq1,one by one,한 개씩,по одному,各一个,нэг нэгээр,ge4 yi2 ge ,
,vq071,vq1,in groups of two,두 개씩,по два,各两个,хоёр хоёроор,ge4 liang3 ge,
,vq072,vq2,in groups of three,세 개씩,по три,各三个,гурав гурваар,ge4 san1 ge,
,vq073,vq2,more than twenty,이십 여,двадцать с лишним,二十多,хориод,er4 shi duo1 ,
,vq074,vq2,more than thirty,삼십 여,тридцать с лишним,三十多,гучаад,san1 shi duo1 ,
,vq075,vq2,more than forty,사십 여,сорок с лишним,四十多,дөчөөд,si4 shi duo1 ,
,vq076,vq1,more than,이상(10+),больше 10,以上,арваас дээш,yi3 shang4 ,
,vq077,vq1,less than,이하(10+),меньше 10,以下,арваас доош,yi3 xia4 ,
,vq078,vq2,divide into halves,반분하다,делить пополам,对半分,хагаслах,dui4 ban4 fen1 ,
,vq079,vq1,half,절반,половина,一半儿,хагас,yi2 ban4r,
,vq080,vq2,one third,삼분의 일,(одна) треть,三分之一,гуравны нэг,san1 fen1 zhi1 yi1 ,
,vq081,vq2,"quarter, one fourth",사분의 일,(одна) четверть,四分之一,дөрөвний нэг,si4 fen1 zhi1 yi1 ,
,vq082,vq2,two sixths,육분의 이,две шестых,六分之二,зургааны хоёр,liu4 fen1 zhi1 er4 ,
,vq083,vq1,all,모두/다,"всё, все",都/全,бүгд,dou1 /quan2 ,
,vq084,vq1,"many, much",많다,много,多(太多了的+),олон,duo1 (tai4 duo1 le de +),
,vq085,vq1,little,적다,мало,少,цөөн,shao3 ,
,vq086,vq1,some,조금,немного,一些/一点儿,"бага, жаахан",yi4 xie1/yi4 dian3r,
,vq087,vq2,a lot,아주 많다,очень много,许多,маш олон,xu3 duo1 ,
,vq088,vq3,very small amount,아주 적다,очень мало,很少/一点儿,маш бага,hen3 shao3 /yi4 dian3r,
,vq089,vq3,"couple, pair",짝/쌍,пара,对儿/套/双,хос,dui4r /tao4 /shuang1,
,vq090,vq3,one pair,한 쌍,одна пара,一双,,yi4 shuang1 ,
,vq091,vq3,time (eg. three times),번/차례/횟수,,趟/次,удаа,tang4 /ci4 ,
,vq133,vq3,times,번/배(倍),раз,,дахин,,
,vq092,vq3,zero,영,"ноль, нуль",零(一百零二的+),тэг,ling2 (yi4 bai3 ling2 er4 de +),
,vq093,vq1,width/breadth,너비/폭,ширина,幅(宽幅的布的+),өргөн,fu2r (kuan1 fu2r de bu4 de +),
,vq094,vq1,length,길이,длина,长短,урт,chang2 duan3 ,
,vq095,vq3,distance,거리(距離),расстояние,距离,зай,ju4 li2 ,
,vq096,vq1,height,높이,высота,高度,өндөр,gao1 du4 ,
,vq097,vq1,"area, dimensions",넓이,"площадь 
(напр. общая площадь Китая) ",宽度,өргөн,kuan1 du4 ,
,vq098,vq1,weight,무게,вес,重量,хүндийн жин,zhong4 liang,
,vq099,vq3,strength,세기/강약,прочность,强度/强弱,хүчний хэмжээ,qiang2 du4 /qiang2 ruo4 ,
